id,timestamp,montant,canal,statut,code_reponse,id_client,num_tel,ip_source,pays,duree_session_ms,empreinte_appareil,geolocalisation,code_marchand
4256cacd-91c5-4846-ac19-7e2eb66d2134,2026-06-23 05:30:40,4302560.0,ATM,suspect,44,39536,582 63 336668,76.12.207.87,BJ,9368,device_3414,"{'lat': 8.5146, 'lon': 2.1033}",
a2c64ec4-4571-44e9-ac26-c6a9da5525e8,2026-06-24 12:05:39,33783.0,ATM,ok,0,62216,229 01 22 40 19 90,186.98.186.174,BJ,52762,device_3339,"{'lat': 9.8011, 'lon': 2.1854}",
a8dcf272-98e5-461e-bb90-37031dcdffc1,2026-06-25 09:13:35,31395.0,en ligne,ok,0,59317,00229 01 55 44 34 93,153.217.10.80,BJ,12806,device_1509,"{'lat': 6.5969999999999995, 'lon': 1.6789}",
31179eb1-999c-4e08-8aab-62528792a775,2026-06-18 04:17:21,62051.0,mobile,ok,0,75697,229 01 98 27 92 28,50.141.103.75,BJ,35247,device_4575,"{'lat': 12.2882, 'lon': 3.2167}",4994.0
b0397633-d354-4f39-97d2-1af97fe5a395,2026-06-24 13:35:24,336944.0,en ligne,ok,0,64397,+229 01 28 45 42 91,81.116.181.113,BJ,49796,device_4925,"{'lat': 12.1578, 'lon': 3.2108}",
2a58e381-fd3b-4246-9e0a-d628b8a07cfd,2026-06-23 09:23:43,644437.0,en ligne,ok,0,73935,229 01 52 60 99 52,4.40.32.241,BJ,52863,device_9692,"{'lat': 9.0945, 'lon': 1.4448}",6135.0
c455abf6-4075-41b5-a7f1-451600c3ae0b,2026-06-25 08:47:30,632288.0,ATM,ok,0,28419,00229 01 29 10 42 16,88.3.9.23,BJ,40576,device_6139,"{'lat': 10.349, 'lon': 1.8788}",
c8e27c46-ea3c-4667-8b91-0ad822e3d103,2026-06-23 18:12:34,4236938.0,mobile,erreur,99,32683,+229 01 49 07 93 43,221.143.98.17,BJ,55501,device_8804,"{'lat': 8.4544, 'lon': 1.5868}",
cf4c92de-dad8-43eb-b12c-c1f4e43a3a14,2026-06-18 04:37:43,2920934.0,mobile,ok,0,8439,00229 01 61 75 33 00,35.166.178.36,BJ,12210,device_4555,"{'lat': 10.8165, 'lon': 3.4955}",
8d5d9360-c477-4b42-8594-39965ba83886,2026-06-22 10:14:55,1452120.0,USSD,ok,0,90721,229 01 48 56 31 83,146.129.163.250,BJ,49645,device_7833,"{'lat': 9.2278, 'lon': 3.5312}",
cafe9de6-666e-4f00-b245-2e861c0c1c02,2026-06-23 13:20:32,2337876.0,en ligne,ok,0,64003,+229 01 49 59 12 54,214.250.66.12,BJ,54450,device_9476,"{'lat': 11.3052, 'lon': 2.7800000000000002}",8561.0
1d637520-d0e7-4189-8997-f86c79a58406,2026-06-21 17:33:20,4615752.0,agence,ok,0,79523,+229 01 42 18 72 27,34.79.146.56,BJ,30740,device_6485,"{'lat': 6.7904, 'lon': 2.4274}",
94a636e5-e7ca-4ffc-bead-38a892270435,2026-06-22 11:18:38,91079.0,agence,ok,0,75153,00229 01 60 90 83 99,165.114.75.119,BJ,22543,device_7983,"{'lat': 6.5827, 'lon': 3.3598}",
4243ba45-facf-4f6a-88ce-22f181743eeb,2026-06-20 14:56:27,82463.0,agence,ok,0,99382,00229 01 48 83 22 46,191.128.241.7,BJ,41978,device_3853,"{'lat': 11.1875, 'lon': 0.8244}",
1452f988-3e22-4789-afb7-267d31339f1f,2026-06-19 04:22:57,1525757.0,en ligne,ok,0,86454,+229 01 68 69 79 67,56.255.85.9,BJ,39674,device_2911,"{'lat': 8.0845, 'lon': 1.2896}",
db98712a-07b5-405d-b11c-644847264e7a,2026-06-21 22:51:33,1361042.0,mobile,ok,0,39877,229 01 22 64 44 61,34.114.94.161,BJ,13233,device_2706,"{'lat': 11.318, 'lon': 1.2186}",
2b3a8e54-87dc-4c78-8ead-ddaf5b760a91,2026-06-23 12:34:27,79881.0,mobile,ok,0,17453,+229 01 40 09 64 76,196.59.38.38,BJ,22851,device_2444,"{'lat': 12.3316, 'lon': 2.1826}",3931.0
b59707f1-064e-4193-9c2a-787dc36ace2a,2026-06-20 08:37:13,54108.0,en ligne,ok,0,12885,229 01 61 69 48 35,221.130.219.193,BJ,8329,device_7711,"{'lat': 8.338799999999999, 'lon': 0.895}",
ca0c7afc-7dca-4d37-a2da-a24cf91811b2,2026-06-24 01:34:03,324698.0,agence,ok,0,62517,00229 01 27 88 78 56,162.219.193.8,BJ,18309,device_8519,"{'lat': 12.1207, 'lon': 2.1378}",
f32add63-53cf-4cb1-a42d-d7dd4db9c2ed,2026-06-23 15:41:15,42668.0,mobile,ok,0,10804,00229 01 51 29 32 11,225.205.46.249,BJ,25030,device_4062,"{'lat': 9.9241, 'lon': 2.7922000000000002}",
eb78fd9e-9e00-4f1a-b36f-dd10bbe104f3,2026-06-24 23:05:48,34246.0,mobile,ok,0,53283,+229 01 41 09 81 13,171.77.108.243,BJ,56325,device_4074,"{'lat': 7.4918, 'lon': 2.2284}",
d15d0b4a-70ae-4eda-a695-a5b0c46efad0,2026-06-22 13:05:38,86974.0,mobile,ok,0,63436,+229 01 50 99 81 02,24.26.217.157,BJ,20369,device_7509,"{'lat': 6.3096, 'lon': 1.1828}",
2b475664-87cd-4565-b62c-d371436d4e99,2026-06-18 13:34:54,70816.0,mobile,ok,0,87164,00229 01 92 46 07 89,250.9.121.159,BJ,29418,device_3708,"{'lat': 7.5161999999999995, 'lon': 1.9013}",
64f342ab-38fc-4cc8-8e5a-2c70e1a43584,2026-06-23 16:32:36,88008.0,en ligne,ok,0,80910,229 01 49 86 70 94,159.84.213.18,BJ,11563,device_9756,"{'lat': 7.2355, 'lon': 3.5609}",
ff1e210a-e1d4-44df-9da7-42dfa97f1b6b,2026-06-23 11:47:31,4979190.0,en ligne,ok,0,55052,00229 01 21 56 51 39,191.115.148.207,BJ,39631,device_3008,"{'lat': 8.2857, 'lon': 2.8168}",
dfec046e-a129-4ddb-a11b-720034c31da0,2026-06-25 00:14:37,4389961.0,en ligne,suspect,44,59927,925 45 194317,231.19.40.201,BJ,23936,device_6707,"{'lat': 6.3999, 'lon': 2.1012}",
3d879b56-fafa-497d-9eb6-72a3ad7b626e,2026-06-21 05:12:13,4828487.0,en ligne,ok,0,35967,00229 01 93 91 26 58,12.244.15.108,BJ,27695,device_8114,"{'lat': 9.8511, 'lon': 2.0268}",
64bfe868-e327-4797-b86b-63325c6b0689,2026-06-18 04:37:24,1085379.0,mobile,refusé,5,67159,801 12 843318,20.235.173.120,BJ,28724,device_7193,"{'lat': 7.4934, 'lon': 1.4769}",
883222c3-69cb-485d-8dc4-1245c12e6b57,2026-06-20 10:18:37,14782.0,en ligne,ok,0,61449,229 01 65 32 74 28,57.37.192.80,BJ,57868,device_6301,"{'lat': 11.104, 'lon': 2.6872}",
a76e6c8e-92e6-481c-aa2b-9eb8bea0b9ea,2026-06-23 12:59:38,97935.0,ATM,ok,0,89805,229 01 26 72 96 81,195.139.199.27,BJ,21086,device_5406,"{'lat': 8.8764, 'lon': 2.9626}",3813.0
f0ca0baa-98f9-4182-b67f-4f53db6fd8e2,2026-06-19 23:55:51,71934.0,mobile,refusé,5,67910,00229 01 62 19 84 56,163.58.125.76,BJ,5420,device_7563,"{'lat': 12.477, 'lon': 3.0659}",3964.0
ef5a79e6-1711-402a-b94d-67a36cf1937d,2026-06-23 13:56:56,118702.0,mobile,erreur,99,46579,+229 01 26 07 93 00,10.247.62.109,BJ,31036,device_7029,"{'lat': 7.9567, 'lon': 3.2041}",
842016f6-820a-45e8-be34-c68ce48685a1,2026-06-25 17:40:18,311975.0,mobile,ok,0,30961,00229 01 50 98 90 76,54.210.91.167,BJ,34022,device_2072,"{'lat': 11.1765, 'lon': 1.3295}",8619.0
b7c3ab33-45f0-4864-8e03-5866fdb43e3c,2026-06-21 03:37:08,8055.0,mobile,ok,0,7372,+229 01 98 59 18 10,177.55.134.198,BJ,25651,device_2538,"{'lat': 9.7206, 'lon': 1.5176}",
3e3299b6-dc3f-42a4-97ad-bfa6078dfe99,2026-06-19 11:01:00,65629.0,mobile,ok,0,56786,+229 01 92 36 93 79,77.170.166.67,BJ,59033,device_5303,"{'lat': 8.2949, 'lon': 3.3505000000000003}",
cf96a4ca-d53c-41e5-883c-6f59c32f1651,2026-06-19 08:27:51,4931600.0,agence,ok,0,86844,229 01 55 97 56 37,56.89.18.188,BJ,51364,device_9575,"{'lat': 8.2838, 'lon': 2.4509}",1760.0
00e2f76a-ce07-4b8a-8e20-02849ee463e4,2026-06-21 02:05:35,1587414.0,en ligne,refusé,5,58395,421 55 339357,4.206.142.198,BJ,23803,device_3849,"{'lat': 12.128, 'lon': 2.3512}",
d7f37223-7965-493f-962a-0ac0a9248a0d,2026-06-20 20:11:15,91935.0,en ligne,suspect,44,24255,00229 01 53 35 62 00,59.18.213.156,BJ,20938,device_3127,"{'lat': 6.9431, 'lon': 1.4168}",
99ff598d-3839-4ac8-872b-b1f3a2545cd8,2026-06-19 15:58:59,54846.0,mobile,ok,0,41219,229 01 67 06 03 41,144.169.120.103,BJ,15397,device_4459,"{'lat': 11.6089, 'lon': 0.8532000000000001}",
f5e78092-6771-47cc-a83f-d15ee6887bee,2026-06-20 07:55:42,23234.0,USSD,erreur,99,84357,+229 01 44 93 63 70,65.78.3.130,BJ,57101,device_2216,"{'lat': 6.5472, 'lon': 3.4015}",
87613ac1-a85c-4172-b81f-faa5439e44bd,2026-06-24 16:22:27,89133.0,en ligne,refusé,5,64538,00229 01 43 69 50 43,18.8.73.108,BJ,40042,device_9861,"{'lat': 9.791, 'lon': 2.2619}",9178.0
9f6ffe26-af12-46ef-a4ef-ff63927a7340,2026-06-22 13:53:45,31357.0,ATM,ok,0,70723,+229 01 95 84 25 60,139.122.184.19,BJ,29605,device_9977,"{'lat': 8.5261, 'lon': 1.308}",
dcc72edb-c205-4fe9-b238-892cdf94c790,2026-06-22 23:48:57,23443.0,USSD,ok,0,66270,00229 01 51 48 12 43,89.109.72.144,BJ,17079,device_4795,"{'lat': 6.2701, 'lon': 3.5436}",
0571cca2-243f-4eb9-81a0-2f48f3a01fa1,2026-06-18 23:45:16,2809295.0,mobile,erreur,99,39623,204 71 321749,6.121.75.208,BJ,57081,device_1230,"{'lat': 12.4538, 'lon': 3.0663}",3192.0
47b6646f-4390-496f-afe1-057faa99c205,2026-06-19 17:08:28,70162.0,ATM,ok,0,28820,229 01 65 65 20 08,77.60.119.124,BJ,25739,device_1392,"{'lat': 10.2295, 'lon': 3.098}",
5ef112a2-81db-4e0d-927f-5677bcf99fdc,2026-06-20 14:52:45,94596.0,en ligne,ok,0,16122,229 01 62 55 39 84,7.57.158.84,BJ,23322,device_8138,"{'lat': 9.2653, 'lon': 2.3068}",
6baa7e81-56f3-4095-813f-7235eb77a180,2026-06-25 07:22:30,1756243.0,en ligne,ok,0,20653,229 01 96 90 23 41,253.59.67.35,BJ,25460,device_1226,"{'lat': 6.4081, 'lon': 2.3626}",
601c15a4-12b6-43b2-8867-0c90d078adf0,2026-06-21 16:32:42,9288.0,en ligne,ok,0,76058,00229 01 45 68 82 29,201.210.92.155,BJ,6879,device_4559,"{'lat': 9.8562, 'lon': 1.2521}",
be1420e5-245a-45cd-b895-86ef18159c2f,2026-06-21 12:38:01,76808.0,mobile,ok,0,85531,00229 01 51 71 33 52,153.0.136.197,BJ,58430,device_3318,"{'lat': 12.4877, 'lon': 1.1808}",
cf852de0-63d1-4b15-9ecd-6eb113f3c775,2026-06-24 13:15:11,99684.0,en ligne,ok,0,17263,00229 01 52 43 31 75,88.248.231.219,BJ,8997,device_9278,"{'lat': 10.5226, 'lon': 2.5744}",
0ed9c835-28a0-48d7-9f5e-f60408b258bf,2026-06-24 02:14:07,4115900.0,mobile,suspect,44,18826,917 86 670410,25.101.129.52,BJ,49063,device_6665,"{'lat': 10.825, 'lon': 2.8661000000000003}",
007292e9-e389-46f4-bee0-0fdf73ab2915,2026-06-24 07:13:32,63120.0,en ligne,ok,0,41655,+229 01 98 83 96 38,120.61.201.220,BJ,59019,device_5996,"{'lat': 7.8279, 'lon': 2.3441}",8071.0
abce1380-b7dd-4fb3-8549-647e13865709,2026-06-18 17:51:19,47178.0,mobile,ok,0,7072,229 01 24 77 55 16,207.50.3.64,BJ,23599,device_4952,"{'lat': 7.5731, 'lon': 2.76}",5310.0
2d3ac571-2daa-4a4d-89c4-2ba876dd616d,2026-06-25 11:36:57,1425864.0,mobile,ok,0,48351,229 01 91 08 15 89,177.153.218.195,BJ,33576,device_4734,"{'lat': 11.1769, 'lon': 3.6186}",7959.0
089bf8d8-cb6d-4892-8ac9-6037343075cb,2026-06-23 16:49:06,76415.0,mobile,ok,0,61404,+229 01 53 12 72 09,96.143.31.227,BJ,14637,device_2671,"{'lat': 10.1696, 'lon': 1.4809999999999999}",5652.0
956229fe-7969-4000-8da9-37ba7cf2f747,2026-06-24 12:29:56,38150.0,ATM,ok,0,58300,229 01 90 34 53 86,34.166.173.37,BJ,12942,device_8447,"{'lat': 6.4335, 'lon': 2.428}",
14318a1d-d4ed-46aa-90f2-c6e94d1ea155,2026-06-22 09:32:17,2210162.0,en ligne,refusé,5,77832,+229 01 99 62 61 19,81.22.43.113,BJ,34168,device_8469,"{'lat': 6.3016, 'lon': 1.7164000000000001}",
5004902b-31b9-4576-bfeb-db4bb7798ca3,2026-06-20 14:16:40,61882.0,mobile,suspect,44,56120,00229 01 21 86 61 59,33.2.54.190,BJ,3188,device_5199,"{'lat': 10.0208, 'lon': 3.2311}",
cd8f08fa-7fda-4f71-afdc-88a366a4e641,2026-06-21 02:13:36,724806.0,ATM,suspect,44,95613,729 19 832851,144.117.35.147,BJ,36070,device_4171,"{'lat': 11.8206, 'lon': 3.1849}",
7072cc7d-d2cd-4c64-a65c-df2d7e1aabee,2026-06-21 17:00:23,77570.0,mobile,ok,0,8309,00229 01 98 29 14 41,130.245.74.61,BJ,19182,device_2589,"{'lat': 10.2292, 'lon': 3.2746}",
ab4d0adc-d272-4bb1-8cff-d030ae60781d,2026-06-21 17:10:22,42017.0,USSD,refusé,5,39379,+229 01 26 85 23 07,135.147.129.129,BJ,50429,device_7546,"{'lat': 11.9885, 'lon': 1.87}",1076.0
3ac7177b-063e-4b85-9914-dc7f77b66370,2026-06-18 16:52:33,65238.0,en ligne,ok,0,12720,229 01 46 12 16 57,210.130.33.132,BJ,7588,device_2751,"{'lat': 12.3072, 'lon': 1.7335}",
c348b80a-94b1-4848-8532-e54e7f3aef8c,2026-06-20 08:06:25,3518512.0,en ligne,suspect,44,31264,00229 01 43 48 48 63,237.142.212.95,BJ,50891,device_5337,"{'lat': 7.6769, 'lon': 1.2402}",
2845dc14-569d-4b55-96fb-30665959b82f,2026-06-23 14:36:49,35046.0,mobile,ok,0,49754,+229 01 63 45 35 87,254.120.20.184,BJ,45871,device_1755,"{'lat': 10.4755, 'lon': 2.9415}",5629.0
e1ffefa9-282e-40d6-ac06-ad25a2c43771,2026-06-20 16:53:17,64404.0,en ligne,ok,0,47156,00229 01 96 41 88 34,82.247.49.49,BJ,55545,device_8648,"{'lat': 9.9939, 'lon': 2.6469}",
e0ad1e34-f4d0-4cf4-95e4-e65860da2ffc,2026-06-23 20:53:41,655.0,agence,ok,0,4671,+229 01 48 76 60 17,218.78.217.228,BJ,22093,device_8798,"{'lat': 12.3898, 'lon': 1.8287}",
c1c1dab4-d578-4457-9f19-5b651dd48f4f,2026-06-18 04:27:58,3296797.0,agence,erreur,99,53712,905 98 288996,74.58.18.217,BJ,56178,device_6395,"{'lat': 6.4813, 'lon': 1.0385}",1908.0
64aa9256-50d7-4d5b-9fab-f41c1adbbcb8,2026-06-24 09:30:14,407582.0,mobile,ok,0,10086,00229 01 29 14 68 09,238.136.145.131,BJ,35966,device_7871,"{'lat': 6.4315, 'lon': 1.7208}",6043.0
fcf887d1-07cf-407a-bcbe-0ab9fbc3f408,2026-06-20 12:25:15,347604.0,en ligne,ok,0,1425,+229 01 46 01 51 96,97.179.167.201,BJ,3550,device_6250,"{'lat': 9.6571, 'lon': 2.443}",
3cd2e06f-86e2-4ca6-aa8c-22820b4e37e3,2026-06-23 08:25:46,70299.0,mobile,ok,0,78902,+229 01 41 27 26 35,150.227.37.54,BJ,2691,device_5577,"{'lat': 8.0264, 'lon': 1.7067999999999999}",4783.0
d7cfffe1-8b5b-4683-acaa-ed8c9d8f929d,2026-06-21 10:39:33,632917.0,en ligne,ok,0,1980,229 01 25 65 02 01,163.44.91.85,BJ,26740,device_5852,"{'lat': 9.1662, 'lon': 1.0627}",1574.0
5e0d3c21-af99-4ec3-9fc5-54bff7f24bb9,2026-06-23 22:42:27,90095.0,ATM,refusé,5,76231,229 01 58 15 70 34,207.232.239.86,BJ,10649,device_1223,"{'lat': 6.6137, 'lon': 1.0973}",
e4a026fc-aa12-48a3-9d08-75b01f1ae3b7,2026-06-24 10:11:02,99103.0,ATM,ok,0,18025,+229 01 99 49 79 85,142.69.193.33,BJ,20034,device_8170,"{'lat': 8.9598, 'lon': 2.3409}",
40ab3d3d-57e8-41cd-9a3a-75ace19dc25f,2026-06-19 11:07:18,62122.0,en ligne,ok,0,75201,+229 01 22 64 86 27,200.171.7.105,BJ,2527,device_4469,"{'lat': 10.265, 'lon': 1.2659}",4390.0
52d0057f-e17f-4102-a9be-eae7f51b2527,2026-06-24 09:40:52,51215.0,mobile,refusé,5,40877,00229 01 44 30 99 64,130.141.103.7,BJ,54028,device_1378,"{'lat': 7.9876000000000005, 'lon': 1.0035}",
99a2345d-39ca-4f65-b5a7-b42908fa30fa,2026-06-20 10:50:14,47168.0,mobile,ok,0,3814,229 01 93 75 78 59,192.50.163.141,BJ,25750,device_9582,"{'lat': 10.5513, 'lon': 1.4076}",
ea7871f3-a6c8-437a-9f18-41d1730cc262,2026-06-22 02:11:04,51743.0,mobile,ok,0,48245,+229 01 98 09 36 52,74.58.181.218,BJ,43935,device_4673,"{'lat': 9.0474, 'lon': 1.5323}",
40642bd5-24fc-4a6c-b794-bf6444e9e02f,2026-06-25 06:08:39,58598.0,mobile,erreur,99,44773,00229 01 49 26 96 60,204.195.94.149,BJ,57220,device_1098,"{'lat': 10.7659, 'lon': 1.1889}",
839f3ac8-1cf0-4e96-8276-014ea2800ea1,2026-06-19 16:17:17,21004.0,mobile,refusé,5,55462,229 01 24 32 11 85,185.115.119.79,BJ,53028,device_1558,"{'lat': 7.9631, 'lon': 2.4829}",5307.0
50958399-1a1f-4f3a-9dd3-c7a7cb218b43,2026-06-20 12:31:37,3885946.0,mobile,erreur,99,52220,+229 01 42 00 47 73,18.147.15.89,BJ,58658,device_7879,"{'lat': 11.6969, 'lon': 1.4722}",
5c00f6b5-11ac-43d2-9fcc-4cb966fd13b7,2026-06-25 09:28:48,3661041.0,ATM,ok,0,89117,+229 01 91 43 36 29,44.61.235.81,BJ,50945,device_6152,"{'lat': 8.9946, 'lon': 3.082}",
5361a6d9-efe0-4c62-baa1-5cae02f2df82,2026-06-25 15:16:39,30187.0,mobile,ok,0,5839,+229 01 50 77 17 95,254.232.39.135,BJ,44255,device_9676,"{'lat': 12.0847, 'lon': 3.2023}",5466.0
a652bee1-1bce-4c4c-8ba8-d592b02191da,2026-06-23 04:01:03,2612454.0,en ligne,erreur,99,20739,154 62 361540,167.104.107.244,BJ,13110,device_3749,"{'lat': 6.6639, 'lon': 1.5317}",
3fe08930-18ec-4f97-8e40-8b4f8e21b476,2026-06-23 21:37:14,17060.0,mobile,ok,0,43065,00229 01 40 90 97 24,70.98.180.241,BJ,51477,device_8859,"{'lat': 10.4305, 'lon': 2.5841000000000003}",
3ab06a60-7998-45e9-8ca0-4986b6de1af2,2026-06-23 05:29:58,23826.0,en ligne,ok,0,61886,+229 01 66 16 73 85,71.237.110.243,BJ,42656,device_6412,"{'lat': 8.8834, 'lon': 1.6084}",6216.0
83e70287-3680-4748-b09c-a1ea9238855b,2026-06-18 10:30:34,39632.0,ATM,ok,0,68147,229 01 65 87 43 53,26.228.88.34,BJ,55312,device_9372,"{'lat': 9.1646, 'lon': 2.285}",7800.0
948b49fd-d1d2-4946-9fdc-7af098f50f73,2026-06-22 13:49:22,56023.0,en ligne,ok,0,33582,+229 01 94 75 52 75,213.10.65.155,BJ,32919,device_3311,"{'lat': 7.9849, 'lon': 1.4843}",8414.0
ece816aa-b8aa-48e4-bae7-bb48cb59149e,2026-06-20 12:25:35,16639.0,en ligne,ok,0,12035,00229 01 59 46 33 47,66.73.252.223,BJ,52974,device_7207,"{'lat': 8.2704, 'lon': 2.3022}",
ac3c8436-902b-4c7c-a49a-bcaaf82796df,2026-06-20 04:23:43,13040.0,ATM,refusé,5,95987,00229 01 63 71 29 48,104.44.109.159,BJ,17861,device_5793,"{'lat': 11.4085, 'lon': 2.5642}",
6351e464-5904-42b3-b0fa-c28f3793910d,2026-06-23 08:59:51,4886415.0,ATM,ok,0,43043,229 01 41 92 18 55,2.203.60.181,BJ,3438,device_5370,"{'lat': 12.0204, 'lon': 1.6061}",
dabfb2ef-103b-43b7-8fb8-0441c6848a5a,2026-06-23 12:00:01,64845.0,ATM,ok,0,3468,+229 01 62 05 01 35,52.190.141.216,BJ,8998,device_3206,"{'lat': 8.1395, 'lon': 2.6349}",2685.0
a8eb4288-4abb-42d9-8511-598fa1d65201,2026-06-24 07:56:40,8723.0,mobile,ok,0,87710,229 01 68 44 93 05,23.199.144.244,BJ,28722,device_1461,"{'lat': 11.0779, 'lon': 1.8205}",
8ce2f822-ea74-4de6-81ea-a2ca7a08d04b,2026-06-21 17:39:24,77387.0,ATM,ok,0,69211,229 01 23 46 02 82,105.135.100.129,BJ,32481,device_2266,"{'lat': 10.5451, 'lon': 3.6896}",8949.0
9359730d-26f5-4efa-b8f5-473716dac920,2026-06-24 02:16:30,66989.0,mobile,ok,0,48286,229 01 97 33 20 88,65.229.13.247,BJ,48710,device_5320,"{'lat': 9.8724, 'lon': 1.165}",
9aa68c4c-1d25-48b8-9f20-2e5696939010,2026-06-24 03:26:42,25919.0,agence,ok,0,18546,+229 01 55 44 91 41,204.197.195.10,BJ,6506,device_2962,"{'lat': 10.0821, 'lon': 1.5359}",4622.0
bd738d24-95b5-4a02-9d01-51f11650c9a7,2026-06-21 05:14:19,1349622.0,mobile,suspect,44,80102,772 21 136037,85.172.140.166,BJ,21229,device_4120,"{'lat': 12.0246, 'lon': 3.3021000000000003}",
16d12f54-ba24-4355-b36e-5a2b759f01ec,2026-06-18 13:46:23,70891.0,mobile,ok,0,4517,+229 01 29 99 65 05,166.122.70.81,BJ,35769,device_5954,"{'lat': 10.4904, 'lon': 2.0644}",
84dba4a3-7d26-4700-811a-d78e3df65263,2026-06-24 05:34:45,8910.0,mobile,ok,0,59961,229 01 94 51 71 44,65.107.73.187,BJ,9847,device_7112,"{'lat': 11.2689, 'lon': 3.0798}",
c05ee764-7e7d-46a5-987b-7574b5761fd8,2026-06-20 08:20:00,17873.0,en ligne,ok,0,9262,229 01 68 89 04 52,189.140.158.145,BJ,13057,device_5604,"{'lat': 9.7596, 'lon': 1.0925}",5365.0
10d94d0a-4091-4c63-9e62-5217c897e064,2026-06-21 09:41:23,96726.0,agence,ok,0,69144,00229 01 57 83 67 83,216.96.54.86,BJ,5959,device_5461,"{'lat': 9.7859, 'lon': 0.9861000000000001}",
31f32949-917f-4562-8908-2099e91a2d8e,2026-06-19 03:57:32,943128.0,en ligne,refusé,5,36907,810 60 649063,215.232.119.63,BJ,15793,device_6362,"{'lat': 6.9214, 'lon': 1.8186}",
29c78bfe-e067-453e-9cc1-82c18088d8a2,2026-06-23 00:24:25,72873.0,mobile,ok,0,91785,229 01 48 96 04 90,27.192.39.246,BJ,51450,device_3115,"{'lat': 9.2879, 'lon': 3.2339}",
bd9e7957-326d-43b8-904d-53bf7fdfb4c2,2026-06-23 08:25:50,2048.0,mobile,ok,0,44632,00229 01 26 42 03 45,200.166.56.176,BJ,12567,device_2835,"{'lat': 8.5457, 'lon': 0.8859}",5317.0
1c19ea8b-6342-441c-a158-1642beb3c4d6,2026-06-21 17:55:24,55612.0,ATM,ok,0,20768,+229 01 55 33 59 59,251.182.99.89,BJ,51462,device_1404,"{'lat': 8.7579, 'lon': 2.155}",6976.0
b31b5b3f-7d14-473e-8c55-f12658104349,2026-06-23 18:32:22,8120.0,en ligne,ok,0,24602,00229 01 63 61 36 65,179.25.172.177,BJ,28820,device_4418,"{'lat': 6.3052, 'lon': 1.4733}",
2e5dc3c0-ba11-4703-b049-25daaaa5a9fd,2026-06-20 14:20:41,4560.0,mobile,ok,0,13748,00229 01 62 50 86 84,161.9.144.187,BJ,9983,device_2459,"{'lat': 6.8467, 'lon': 3.0772}",
